time,temperature
1554224413,15.674030311879967
1554226217,15.72983401680323
1554228020,15.627983283345948
1554229823,15.563763535907928
1554231625,15.802051892575985
1554233429,15.718821403258405
1554235232,15.75897619035214
1554237035,15.307506533447404
1554238838,15.2095144628204
1554240642,15.080007378450798
1554242445,14.973050329411794
1554244248,14.879650249608897
1554246051,15.11802891948381
1554247854,15.212157750346378
1554249657,15.245235330297243
1554251461,15.318819781780123
1554253618,15.626560078215514
1554255420,15.882532080433752
1554257224,16.09803935742002
1554259027,16.36506359853707
1554260829,16.639075155002672
1554262633,17.086993700005642
1554264969,15.555730590040596
1554266772,15.556908491904268
1554270995,18.596571355440133
1554272798,19.528273298285423
1554274601,19.926280237692847
1554276403,20.082331028616398
1554278206,18.601791130986328
1554280009,18.325558193766632
1554281812,18.02388422781274
1554283555,17.55055371021437
1554285976,17.092567230008676
1554287779,16.75042579724681
1554289582,16.267505169719104
1554291386,16.16398021378619
1554293189,15.982827053424668
1554294992,15.99483517212787
1554296795,16.04582057077912
1554298598,15.86786167251648
1554300401,15.565617183885278
1554302204,15.50774560171547
1554304008,15.352993940478585
1554305811,15.339739238859538
1554310860,14.826779721665606
1554312663,14.891316845766356
1554314466,14.878178574486356
1554316270,14.779006957191736
1554318073,14.754161615401681
1554319876,14.781900958194695
1554321679,14.575357365798487
1554323483,14.565645789679744
1554325285,14.698762871814688
1554327089,14.775348827070276
1554328891,14.47216087075847
1554330635,14.465811589943247
1554332438,14.628112339644646
1554334241,14.665286199572686
1554335985,14.831232357362264
1554337787,14.977314596246257
1554339591,14.973672676679705
1554341394,15.33790179432321
1554343197,15.684288050613814
1554345000,15.808308701562536
1554346803,16.139072971520797
1554348606,16.21980921539184
1554350454,14.87134047697692
1554352258,14.91249351509017
1554354075,16.952105849079487
1554355878,16.851021715410383
1554357681,16.56906872057756
1554359485,17.0464598747815
1554361288,16.83808070531748
1554363091,17.385860328736296
1554364894,17.755278713131087
1554366697,18.307164556637805
1554368501,18.388601911663798
1554370304,18.40777147390148
1554372107,18.31347795360523
1554373910,18.22324150738686
1554375713,17.85386556081622
1554377516,17.255311524315136
1554379319,16.30557324279734
1554381121,16.176091319907986
1554382925,15.916136559007942
1554384728,15.82454958144393
1554386531,15.721912147929558
1554388335,15.716139611842035
1554390138,15.110053415944934
1554391941,15.173118844943527
1554393730,16.59411160072589
1554395533,16.702297917835203
1554397352,14.912266511242194
1554399154,15.067737648734463
1554400958,14.749433800511179
1554402762,14.745516030577107
1554404504,14.632578101728214
1554406308,14.667841201501767
1554408111,14.658551139652577
1554409915,14.503866468942476
1554411719,14.24392680482234
1554413522,14.00654403894748
1554415326,14.03164479735856
1554417129,13.803242479746507
1554418932,14.30165007336618
1554420676,14.44900201094322
1554422479,14.918973579298548
1554424282,15.326392481280227
1554426085,15.801890464249457
1554427889,16.58007205354977
1554429691,18.18982627100577
1554431495,18.82570552035637
1554433298,20.135968294199785
1554435100,21.88575162915436
1554436884,15.150991412020621
1554438688,15.078111532137498
1554440510,24.640446386313595
1554442312,25.217779181664106
1554444115,25.355963670055694
1554451504,25.87090960192694
1554453306,25.974245812716383
1554455109,25.62971585846202
1554456912,25.2754516188482
1554458774,24.925886579999368
1554460576,24.410943839474076
1554462379,22.713496399509836
1554464182,21.60977122200707
1554465985,20.321118121802677
1554467727,19.90876207540678
1554469530,19.618858478969518
1554471272,19.269712918831626
1554473136,18.82612886750899
1554474938,18.6303397651172
1554476741,18.534312700716068
1554478544,18.233986390905198
1554480464,22.051449544823804
1554482267,23.918190447257224
1554516643,20.565305994199157
1554518445,21.953873843693028
1554520247,22.01454386726876
1554522050,23.780229641184903
1554527457,27.005697859656625
1554529259,26.818272795397036
1554531062,28.497375751909413
1554532863,29.077398022992103
1554541872,28.884816106241846
1554543674,28.051684945508875
1554545476,26.468823414088302
1554547278,25.433479797403738
1554549079,24.23777698904887
1554550881,23.065914837356743
1554552683,21.480359037693038
1554554486,20.83291021982484
1554556348,20.60670749552523
1554558150,20.111753816634344
1554559953,19.502093437285126
1554561755,19.36496852864658
1554563558,19.36041267629923
1554565360,19.120754924287883
1554567233,24.51736595255374
1554569035,26.106981916711618
1554570827,18.07613981045177
1554572569,17.947705306065007
1554574312,17.916829287145887
1554576115,17.545854641213687
1554577918,17.549118151879206
1554579720,17.41881725080416
1554581523,16.82180643357542
1554583326,16.701839805656302
1554585189,16.446992829461273
1554586991,16.284336654771145
1554588794,16.30581443048964
1554590596,16.310439829117186
1554592399,15.321622157519357
1554594202,15.708748011450712
1554596005,16.67555978514583
1554597808,17.83406989855388
1554599670,19.346468995322862
1554601473,21.070576332258028
1554603276,23.267408629677522
1554605198,24.636131069111883
1554607309,25.53932550584623
1554609420,28.432967859052752
1554611203,18.470516889268975
1554612946,18.35622383318713
1554614688,31.159004640477928
1554616568,31.996928865937672
1554618634,32.38370592149613
1554620747,33.521294697705386
1554622623,34.34184790900986
1554624704,34.01930477546146
1554626642,33.415213685850226
