time,temperature
1554224413,15.687704600265771
1554226217,15.738505719355043
1554228020,15.624748997125499
1554229823,15.571220980277262
1554231625,15.795686984475129
1554233429,15.717526974927434
1554235232,15.782573148842314
1554237035,15.322017689034979
1554238838,15.260026905612113
1554240642,15.139343622775652
1554242445,14.958170326846162
1554244248,14.878075182478081
1554246051,15.156107670579486
1554247854,15.236034328917903
1554249657,15.222140799051353
1554251461,15.30701537019323
1554253618,15.643748334014258
1554255420,15.854711350757231
1554257224,16.084325703455956
1554259027,16.35167174314566
1554260829,16.644648364268114
1554262633,17.087467362582125
1554264969,15.58208867907162
1554266772,15.599876604023672
1554270995,18.611534207002535
1554272798,19.536371596889623
1554274601,19.92304228590208
1554276403,20.079890710441887
1554278206,18.6137195993748
1554280009,18.310545281226734
1554281812,17.99909883624921
1554283555,17.555810786841757
1554285976,17.092175736509883
1554287779,16.74748326823495
1554289582,16.26349724729205
1554291386,16.158867882539713
1554293189,15.982861185162268
1554294992,15.995653114608551
1554296795,16.051090811540377
1554298598,15.884333037270485
1554300401,15.575921504784464
1554302204,15.522488820761872
1554304008,15.353903970099195
1554305811,15.343219299205453
1554310860,14.82420888183065
1554312663,14.888393559659606
1554314466,14.884247911509178
1554316270,14.780796164143617
1554318073,14.750820949156195
1554319876,14.781272544461261
1554321679,14.585135071863553
1554323483,14.578385005329284
1554325285,14.705238348889408
1554327089,14.775769864014153
1554328891,14.477032296167373
1554330635,14.474801674537591
1554332438,14.632798912341173
1554334241,14.667166653628348
1554335985,14.812530767077016
1554337787,14.973681366672196
1554339591,14.970406308174837
1554341394,15.320395794552141
1554343197,15.640449681646649
1554345000,15.820629838636226
1554346803,16.142963675555198
1554348606,16.205470411398913
1554350454,14.811182782966966
1554352258,14.849015722319063
1554354075,16.964346993713757
1554355878,16.827553843562978
1554357681,16.579726955908704
1554359485,17.053015368321997
1554361288,16.844802365967773
1554363091,17.405242125013736
1554364894,17.762548268838653
1554366697,18.321697755115252
1554368501,18.41454803310581
1554370304,18.419641264714926
1554372107,18.343583901223443
1554373910,18.237819780318752
1554375713,17.835088699499387
1554377516,17.224365325521628
1554379319,16.270280259101558
1554381121,16.161326061518125
1554382925,15.877637600672625
1554384728,15.767891566231203
1554386531,15.718697102810612
1554388335,15.713481831431313
1554390138,15.095859185942262
1554391941,15.169299824097546
1554393730,16.611622022661507
1554395533,16.710216336439988
1554397352,14.919956995778433
1554399154,15.073760388100819
1554400958,14.788427962912285
1554402762,14.788529874639707
1554404504,14.66948226519641
1554406308,14.716108259383034
1554408111,14.654726536237684
1554409915,14.505956801729468
1554411719,14.257294536150479
1554413522,14.004703706386245
1554415326,14.029409936117323
1554417129,13.797997469024722
1554418932,14.273278819684077
1554420676,14.431393719241678
1554422479,14.927364402999673
1554424282,15.346793710217852
1554426085,15.868521537176235
1554427889,16.64115836737597
1554429691,18.244702867656915
1554431495,18.868624773964733
1554433298,20.16402685553069
1554435100,21.92158739416527
1554436884,15.144590614940554
1554438688,15.062903252422073
1554440510,24.672216431965477
1554442312,25.210603237346355
1554444115,25.381525180575615
1554451504,25.89780395728269
1554453306,26.005563193967927
1554455109,25.62679301542546
1554456912,25.307613054003347
1554458774,25.048889206196858
1554460576,24.462538122004716
1554462379,22.720255554094585
1554464182,21.618571673804556
1554465985,20.4207224011099
1554467727,19.984851923798217
1554469530,19.607373165896536
1554471272,19.240247507881072
1554473136,18.880871860049
1554474938,18.684846756541518
1554476741,18.532171816036037
1554478544,18.21345378724906
1554480464,22.07665618336483
1554482267,23.88869909068437
1554516643,20.557302553521016
1554518445,21.985186433900655
1554520247,22.04705899051275
1554522050,23.79705010104125
1554527457,26.95528879058819
1554529259,26.865445113462094
1554531062,28.566724175396306
1554532863,29.109157148650763
1554541872,28.887088512849346
1554543674,28.036684515102205
1554545476,26.431400202651293
1554547278,25.464832114410747
1554549079,24.368851821498684
1554550881,23.069414453848925
1554552683,21.486081735824474
1554554486,20.834289887530055
1554556348,20.61796689926324
1554558150,20.114313149519827
1554559953,19.525619733390467
1554561755,19.397508263511178
1554563558,19.381881764632038
1554565360,19.145604225911576
1554567233,24.395788130960256
1554569035,26.014952471197457
1554570827,18.07626783615938
1554572569,17.943244782706984
1554574312,17.929567376373335
1554576115,17.603529385099854
1554577918,17.576652038717736
1554579720,17.438434695568326
1554581523,16.824327732175387
1554583326,16.765234609336396
1554585189,16.50525150207898
1554586991,16.33179469488929
1554588794,16.34602787845006
1554590596,16.324462411565058
1554592399,15.338604211030162
1554594202,15.712709664745887
1554596005,16.663540147305238
1554597808,17.822521434500473
1554599670,19.318001375903727
1554601473,21.082693098310607
1554603276,23.261302729820752
1554605198,24.670512406017576
1554607309,25.547472155451622
1554609420,28.446852794095474
1554611203,18.404044628156722
1554612946,18.322566035540074
1554614688,31.196559143126926
1554616568,31.9787564682854
1554618634,32.38439436574927
1554620747,33.61318804302992
1554622623,34.394914122965346
1554624704,33.966160797900315
1554626642,33.403708470385396
1554628712,33.168507987356364
1554630787,32.062395929527256
1554632529,30.36698549465078
1554634374,28.3259256121633
1554636198,27.542237411981716
1554638417,25.817358350623287
1554640460,24.946769192258415
1554642202,24.243557597190133
1554643944,24.742158382900627
1554645944,24.153537506914585
1554647853,23.639422670851143
1554649891,23.28178862386493
1554652046,22.967700816117066
1554654411,29.367849599946165
1554656477,22.65529158701282
1554658404,22.271820910504207
1554660712,21.722356269079526
1554662867,21.21513734097567
1554664815,20.897821896872717
1554666772,20.810698014444657
1554669021,20.301091297842532
1554671347,20.411388813978473
1554673474,20.339967653880777
1554675549,20.17972974442528
1554677466,20.171350217709954
1554679662,20.431751202857296
1554681732,21.03339552594138
1554683414,22.07734923524083
1554685712,22.710397706326578
1554688281,25.648499068139387
1554690609,28.04250319189926
1554692833,29.979158697924312
1554694948,30.607126731014215
1554696978,23.27586491087442
1554698978,23.289495058923265
1554701194,33.27537926675514
1554703275,33.966567408189555
1554705339,33.51259065518756
1554707431,34.091740458058716
1554709483,34.631414396693316
1554711707,34.614621676086436
1554713694,33.231454377044884
1554715941,32.74709523341527
1554718061,32.549311266974804
1554720109,31.45457424534963
1554722219,29.56190722070931
1554724495,28.977406604925495
1554726603,27.92704310736808
1554728408,29.157182601676414
1554730270,29.48517558420617
1554732132,29.659264502267703
1554733934,29.154138017968116
1554735737,27.852723737610095
1554737539,27.094107078525962
1554739525,31.6171425201089
1554741687,32.052009759381974
1554743427,25.628168713001134
1554745229,25.50114909311751
1554747092,24.933516149005836
1554748894,24.842431943313002
1554750697,24.73904668298982
1554752991,24.23241569882576
1554754842,23.203980824426765
1554756705,23.243448491242685
1554758520,23.411509939630264
1554760376,23.3233876413798
1554762053,22.7855523086154
1554763915,22.834216102333883
1554765717,22.781884708736406
1554767641,22.417274168549426
1554769442,22.297781163157033
1554771271,22.36851279451318
1554773048,22.29811910705226
1554774849,23.72688854129686
1554776659,24.340015772746245
1554778485,24.70016746815774
1554780137,25.911997151466895
1554782137,25.712776194021405
1554783923,26.07149262273365
1554785725,25.71068994723724
1554787663,27.69863516895904
1554789509,27.41502115266382
1554791428,29.087031872953762
1554793288,28.52134013941631
1554795156,29.16667700377842
1554796959,29.932482339659487
1554798913,29.1847502093683
1554800752,29.918207792400423
1554802666,29.7798532900261
1554804468,28.72813631923667
1554806271,28.314512964778846
1554808073,27.637167397766305
1554809935,26.935293903211882
